_id,Ward1992 Code,Ward1992 Name,Year,Number of Farms,Number of lfa farms,Number of non lfa farms,Total area farmed in hectares,Average SO/farm   ( '000 ),Total crops in hectares,Total grass & rough grazing in hectares,Total number of cattle,Total number of sheep,Total number of pigs,Total number of poultry ('000),Number of farmers,Number of self employed,Number of spouses,Number of Other workers,Total number of Agricultural labour
1386,95JJ10,Garvagh,2012,101,76,25,5085,49,291,4739,6184,11447,168,43499,125,84,39,41,205
1387,95JJ11,Hopefield,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1388,95JJ12,Kilrea,2012,47,30,17,1618,54,48,1536,3317,3238,1998,41752,51,23,15,24,90
1389,95JJ13,Knocklynn,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1390,95JJ14,Macosquin,2012,86,35,51,4753,94,406,4313,8715,9699,2504,35000,111,71,21,45,177
1391,95JJ15,Mount Sandel,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1392,95JJ16,Portstewart,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1393,95JJ17,Ringsend,2012,139,85,54,7031,76,323,6445,10317,15476,22,181673,168,114,48,65,281
1394,95JJ18,Royal Portrush,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1395,95JJ19,Strand COLERAINE,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1396,95JJ20,The Cuts,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1397,95JJ21,University,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1398,95JJ22,Waterside,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1399,95KK01,Ardboe,2012,52,32,20,1358,55,71,1278,4073,416,0,0,65,28,6,13,84
1400,95KK02,Coagh,2012,59,11,48,2228,120,143,2054,5430,1737,14275,43003,74,48,16,29,119
1401,95KK03,Dunnamore,2012,227,224,3,7486,40,3,7371,9167,10107,612,426470,262,114,45,78,385
1402,95KK04,Gortalowry,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1403,95KK05,Killycolpy,2012,93,49,44,3085,79,196,2876,8360,493,2116,124516,116,74,14,45,175
1404,95KK06,Killymoon,2012,5,3,2,149,66,0,133,200,131,0,16359,5,2,3,5,13
1405,95KK07,Lissan,2012,167,125,42,5957,58,122,5782,9776,14674,9850,126355,203,112,51,83,337
1406,95KK08,Moneymore,2012,49,9,40,1566,72,184,1353,3294,3442,1320,52300,64,31,14,27,105
1407,95KK09,Newbuildings,2012,7,2,5,140,50,14,125,250,221,0,6000,7,2,0,3,10
1408,95KK10,Oaklands,2012,153,124,29,4200,58,40,4105,9726,5531,1789,292543,178,83,41,44,263
1409,95KK11,Oldtown,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1410,95KK12,Pomeroy,2012,140,128,12,4014,69,47,3945,8279,4573,1913,342244,162,70,32,59,253
1411,95KK13,Sandholes,2012,74,10,64,2722,118,39,2672,6884,4400,5165,232000,90,56,27,31,148
1412,95KK14,Stewartstown,2012,79,11,68,2951,133,86,2841,8465,2766,20853,95550,99,65,24,55,178
1413,95KK15,The Loop,2012,117,7,110,4180,84,244,3858,10328,2568,6701,36979,152,94,26,64,242
1414,95KK16,Tullagh,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1415,95LL01,Aghagallon,2012,87,45,42,3458,79,203,3212,8894,187,1213,66500,106,53,25,49,180
1416,95LL02,Annagh,2012,22,3,19,639,77,48,584,1559,129,1000,27000,25,8,5,9,39
1417,95LL03,Ballybay,2012,15,4,11,595,106,213,380,458,56,0,14,18,11,2,22,42
1418,95LL04,Ballyoran,2012,13,7,6,645,107,40,605,1348,32,0,0,16,9,4,8,28
1419,95LL05,Bleary,2012,36,0,36,972,54,68,894,2003,434,1908,0,41,22,8,14,63
1420,95LL06,Brownstown,2012,17,4,13,338,31,29,301,595,102,21,0,21,10,5,7,33
1421,95LL07,Church,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1422,95LL08,Corcrain,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1423,95LL09,Court,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1424,95LL10,Derrytrasna,2012,57,55,2,1800,84,51,1636,3601,689,652,58000,66,30,18,106,190
1425,95LL11,Donaghcloney,2012,68,0,68,3271,104,869,2385,7445,1577,10,37700,87,47,25,43,155
1426,95LL12,Drumgask,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1427,95LL13,Drumgor,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1428,95LL14,Drumnamoe,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1429,95LL15,Edenderry CRAIGAVON,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1430,95LL16,Kernan,2012,29,14,15,1051,83,65,957,2738,293,970,0,37,21,7,19,63
1431,95LL17,Killycomain,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1432,95LL18,Knocknashane,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1433,95LL19,Magheralin,2012,31,1,30,1095,76,169,904,2527,252,1960,14719,41,20,9,16,66
1434,95LL20,Mourneview,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1435,95LL21,Parklake,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1436,95LL22,Taghnevan,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1437,95LL23,Tavanagh,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1438,95LL24,The Birches,2012,132,95,37,3558,82,284,3244,8300,2272,1296,0,165,90,33,189,387
1439,95LL25,Waringstown,2012,29,2,27,999,80,191,778,2055,495,1900,0,38,17,7,9,54
1440,95LL26,Woodville,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1441,95MM01,Altnagelvin,2012,8,5,3,206,19,2,203,277,840,0,0,8,4,0,5,13
1442,95MM02,Ballynashallog,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1443,95MM03,Banagher,2012,183,179,4,11070,46,89,10827,9004,53762,770,19903,214,119,49,97,360
1444,95MM04,Beechwood,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1445,95MM05,Brandywell,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1446,95MM06,Carn Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1447,95MM07,Caw,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1448,95MM08,Clondermot,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1449,95MM09,Claudy,2012,96,91,5,4973,31,110,4694,4481,17134,3,0,118,70,22,59,199
1450,95MM10,Creggan Central,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1451,95MM11,Creggan South,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1452,95MM12,Crevagh,2012,23,14,9,1481,110,360,1096,2129,1802,0,0,30,22,11,21,62
1453,95MM13,Culmore,2012,6,1,5,218,81,31,187,451,647,0,0,7,5,2,0,9
1454,95MM14,Ebrington,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1455,95MM15,Eglinton,2012,38,17,21,1693,65,402,1249,2761,4384,0,0,46,30,6,33,85
1456,95MM16,Enagh DERRY,2012,18,4,14,1475,74,507,947,919,2231,0,0,22,18,6,17,45
1457,95MM17,Foyle Springs,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1458,95MM18,Hollymount,2012,67,52,15,4156,83,348,3771,6568,10070,79,0,84,61,20,41,145
1459,95MM19,Kilfennan,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1460,95MM20,Lisnagelvin,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1461,95MM21,New Buildings,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1462,95MM22,Pennyburn,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1463,95MM23,Rosemount,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1464,95MM24,Shantallow East,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1465,95MM25,Shantallow West,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1466,95MM26,Springtown,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1467,95MM27,Strand DERRY,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1468,95MM28,The Diamond,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1469,95MM29,Victoria DERRY,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1470,95MM30,Westland,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1471,95NN01,Ardglass,2012,52,2,50,2404,67,545,1813,4209,2565,8,0,64,45,11,37,112
1472,95NN02,Audleys Acre,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1473,95NN03,Ballymaglave,2012,6,4,2,198,75,23,171,460,0,1000,0,8,4,2,1,11
1474,95NN04,Ballymote,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1475,95NN05,Ballynahinch East,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1476,95NN06,Castlewellan,2012,44,38,6,1300,23,33,1248,1638,6299,0,0,51,21,14,28,93
1477,95NN07,Cathedral,2012,6,1,5,318,48,141,170,75,362,0,0,7,4,1,2,10
1478,95NN08,Crossgar,2012,51,39,12,2496,49,103,2360,4101,3277,151,803,66,41,21,35,122
1479,95NN09,Derryboy,2012,99,43,56,4126,78,478,3568,6823,9412,11500,0,119,60,34,63,216
1480,95NN10,Donard,2012,5,5,0,46,9,0,45,38,470,0,0,5,2,3,2,10
1481,95NN11,Drumaness,2012,75,68,7,2090,34,30,2042,4410,2460,5,100,92,41,24,32,148
1482,95NN12,Dundrum,2012,53,2,51,1816,54,228,1561,3383,3882,6,14000,65,41,20,34,119
1483,95NN13,Dunmore,2012,110,101,9,3452,37,71,3348,5880,15517,599,0,138,66,19,32,189
1508,95OO15,Drumglass,2012,6,0,6,77,10,0,77,136,0,0,0,6,2,1,0,7
1484,95NN14,Killough,2012,78,1,77,4640,79,728,3846,7575,13616,3531,45000,90,61,26,50,166
1485,95NN15,Killyleagh,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1486,95NN16,Kilmore,2012,118,105,13,11641,74,176,10517,8488,5359,132,100066,140,67,49,53,242
1487,95NN17,Murlough,2012,15,3,12,899,162,228,667,1794,461,0,75000,24,15,4,13,41
1488,95NN18,Quoile,2012,9,1,8,338,42,54,266,643,212,0,0,13,6,2,1,16
1489,95NN19,Saintfield,2012,34,13,21,1246,70,79,1086,2712,2001,3,11485,38,17,17,10,65
1490,95NN20,Seaforde,2012,118,42,76,4322,46,586,3701,7556,10625,58,39000,137,79,26,75,238
1491,95NN21,Shimna,2012,7,6,1,137,30,5,128,563,0,2,0,8,2,1,1,10
1492,95NN22,Strangford,2012,84,35,49,4351,73,578,3635,9340,4261,11,100,112,67,18,57,187
1493,95NN23,Tollymore,2012,140,130,10,4719,32,101,4599,5932,22778,1208,0,162,80,33,51,246
1494,95OO01,Altmore,2012,184,177,7,4703,62,29,4646,8533,3062,6414,538484,213,98,28,48,289
1495,95OO02,Augher,2012,175,172,3,5708,100,18,5629,12603,3171,3834,808618,202,109,39,79,320
1496,95OO03,Aughnacloy,2012,159,156,3,5941,97,18,5881,10925,8899,99,339501,180,91,45,65,290
1497,95OO04,Ballygawley,2012,133,132,1,4047,44,6,3984,8224,2795,0,91940,145,75,21,41,207
1498,95OO05,Ballysaggart,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1499,95OO06,Benburb,2012,127,21,106,4035,120,213,3775,8868,1601,20,718131,149,83,21,93,263
1500,95OO07,Caledon,2012,171,138,33,6681,117,128,6246,15613,7248,5385,840919,212,122,40,68,320
1501,95OO08,Castlecaulfield,2012,97,80,17,2482,95,70,2401,6257,1809,9981,377845,112,52,27,45,184
1502,95OO09,Clogher,2012,177,143,34,6717,55,0,6640,13090,5418,2,298680,202,115,30,43,275
1503,95OO10,Coalisland North,2012,25,9,16,527,30,13,514,1315,17,0,6000,27,7,7,15,49
1504,95OO11,Coalisland South,2012,12,2,10,199,18,5,190,395,146,0,0,14,4,4,8,26
1505,95OO12,Coalisland West and Newmills,2012,19,3,16,327,33,0,323,645,178,0,13598,23,5,4,7,34
1506,95OO13,Coolhill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1507,95OO14,Donaghmore DUNGANNON,2012,78,13,65,2528,149,122,2387,7116,747,1905,646693,88,48,15,28,131
1509,95OO16,Fivemiletown,2012,93,75,18,3739,87,15,3587,7074,1933,21048,57492,105,58,29,33,167
1510,95OO17,Killyman,2012,87,59,28,1851,65,86,1723,4382,711,7343,123900,107,47,16,43,166
1511,95OO18,Killymeal,2012,10,4,6,274,69,2,272,1036,0,0,0,12,3,2,6,20
1512,95OO19,Moy,2012,56,13,43,2462,83,77,2361,5702,596,0,89500,66,41,13,37,116
1513,95OO20,Moygashel,2012,5,3,2,46,347,0,46,114,0,0,192325,6,4,1,3,10
1514,95OO21,Mullaghmore,2012,5,0,5,169,40,100,69,193,106,0,0,5,2,2,2,9
1515,95OO22,Washing Bay,2012,74,56,18,1679,41,26,1611,3847,189,20,93200,89,30,8,23,120
1516,95PP01,Ballinamallard,2012,100,100,0,3605,40,24,3505,6514,2926,2,0,124,67,31,29,184
1517,95PP02,Belcoo and Garrison,2012,255,253,2,11042,17,0,10803,8665,3763,30,0,284,109,66,76,426
1518,95PP03,Belleek and Boa,2012,182,182,0,8224,28,0,8046,8140,11423,12,16000,209,98,40,61,310
1519,95PP04,"Boho, Cleenish and Letterbreen",2012,219,219,0,9012,26,13,8809,9873,4924,4,0,240,123,56,65,361
1520,95PP05,Brookeborough,2012,196,185,11,7437,51,23,7146,13824,3575,1637,300,227,129,58,83,368
1521,95PP06,Castlecoole,2012,11,10,1,196,13,0,194,236,131,0,0,13,2,0,1,14
1522,95PP07,Derrygonelly,2012,183,182,1,8922,38,74,8655,10216,4987,1,33301,215,124,46,71,332
1523,95PP08,Derrylin,2012,221,220,1,7553,33,6,7477,11832,4440,26,21200,251,139,38,72,361
1524,95PP09,Devenish,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1525,95PP10,Donagh,2012,161,161,0,5967,68,2,5937,9135,2597,0,348885,181,97,41,40,262
1526,95PP11,Erne,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1527,95PP12,Florence Court and Kinawley,2012,267,266,1,12654,26,6,12478,13149,18118,0,126,292,156,85,89,466
1528,95PP13,Irvinestown,2012,46,46,0,1283,22,0,1255,1622,1675,2,0,58,21,8,22,88
1529,95PP14,"Kesh, Ederney & Lack",2012,189,188,1,7815,28,4,7695,9680,13739,4,0,224,127,51,62,337
1530,95PP15,Lisbellaw,2012,92,90,2,3807,56,6,3756,7423,2423,0,0,105,56,24,56,185
1531,95PP16,Lisnarrick,2012,99,99,0,4686,56,14,4534,7899,5649,40,18500,117,65,31,46,194
1532,95PP17,Lisnaskea,2012,11,11,0,212,10,0,207,211,179,0,0,12,4,1,1,14
1533,95PP18,Maguires Bridge,2012,185,184,1,7242,56,27,7156,13374,9907,41,20562,202,125,53,74,329
1534,95PP19,Newtownbutler,2012,138,138,0,5922,56,17,5788,10019,3472,0,123160,162,92,37,62,261
1535,95PP20,Portora,2012,7,7,0,358,36,29,329,490,447,0,0,7,4,0,2,9
1536,95PP21,Rosslea,2012,219,218,1,6342,28,10,6264,9103,4832,2,29900,253,107,40,52,345
1537,95PP22,Rossorry,2012,9,9,0,241,16,1,237,334,102,7,99,10,5,3,4,17
1538,95PP23,Tempo,2012,188,186,2,7775,32,7,7607,10092,6714,362,19360,219,115,51,59,329
1539,95QQ01,Antiville,2012,5,5,0,139,17,11,128,173,449,0,0,5,3,0,0,5
1540,95QQ02,Ballycarry,2012,42,42,0,1874,52,7,1815,2890,8366,16,0,49,28,13,13,75
1541,95QQ03,Ballyloran,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1542,95QQ04,Blackcave,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1543,95QQ05,Carncastle,2012,11,11,0,376,26,0,373,479,2120,0,0,13,9,2,6,21
1544,95QQ06,Carnlough,2012,74,73,1,4901,31,2,4858,2845,21909,0,0,83,53,13,39,135
1545,95QQ07,Central LARNE,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1546,95QQ08,Craigy Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1547,95QQ09,Gardenmore,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1548,95QQ10,Glenarm,2012,144,142,2,9892,47,43,9764,7860,46353,4,26300,168,108,51,63,282
1549,95QQ11,Glynn,2012,73,71,2,3824,87,55,3755,7315,11628,93,22620,88,57,26,48,162
1550,95QQ12,Harbour LARNE,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1551,95QQ13,Island Magee,2012,47,46,1,1908,55,16,1883,3335,5818,43,0,53,28,17,28,98
1552,95QQ14,Kilwaughter,2012,129,127,2,7068,73,57,6983,10152,25617,2798,84820,161,96,37,59,257
1553,95QQ15,Town Parks,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1554,95RR01,Aghanloo,2012,79,35,44,4831,61,305,4361,6474,15855,0,0,97,61,18,41,156
1555,95RR02,Ballykelly,2012,21,1,20,1244,83,496,736,1701,2221,0,150,28,17,5,18,51
1556,95RR03,Coolessan,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1557,95RR04,Dungiven,2012,8,5,3,625,53,0,616,498,3459,0,0,9,4,3,4,16
1558,95RR05,Enagh LIMAVADY,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1559,95RR06,Feeny,2012,84,77,7,5305,36,125,5065,3130,19935,6,3000,97,55,19,59,175
1669,95WW10,Cloughfern,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1560,95RR07,Forrest,2012,50,23,27,3152,68,252,2845,3927,13779,17,0,64,41,10,29,103
1561,95RR08,Glack,2012,75,57,18,3606,50,613,2945,3738,11223,0,0,93,45,18,25,136
1562,95RR09,Gresteel,2012,32,15,17,1441,50,466,924,1527,2365,0,0,39,21,3,15,57
1563,95RR10,Greystone,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1564,95RR11,Magilligan,2012,63,44,19,4895,74,1133,3695,5664,11221,240,4,84,48,11,47,142
1565,95RR12,Rathbrady,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1566,95RR13,Roeside,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1567,95RR14,The Highlands,2012,84,58,26,5282,91,813,4417,7424,12873,171,118724,102,64,30,45,177
1568,95RR15,Upper Glenshane,2012,95,90,5,7432,51,19,7312,4199,36630,0,0,117,80,26,45,188
1569,95SS01,Ballinderry,2012,102,21,81,3994,60,522,3422,6702,5157,2,118266,125,72,31,55,211
1570,95SS02,Ballymacash,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1571,95SS03,Ballymacbrennan,2012,128,18,110,4645,72,741,3852,8134,7319,5672,38600,156,73,43,71,270
1572,95SS04,Ballymacoss,2012,14,12,2,317,31,20,294,521,60,0,0,17,7,3,15,35
1573,95SS05,Blaris,2012,14,0,14,685,104,386,278,443,272,3,0,23,13,5,15,43
1574,95SS06,Collin Glen,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1575,95SS07,Derryaghy,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1576,95SS08,Dromara,2012,107,71,36,3996,65,100,3875,8655,12178,1100,5800,127,73,38,44,209
1577,95SS09,Drumbo,2012,40,1,39,1706,84,213,1486,3675,1500,2,200,51,28,16,29,96
1578,95SS10,Dunmurry,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1579,95SS11,Glenavy,2012,166,148,18,6136,44,329,5761,10179,4024,0,12875,190,97,44,79,313
1580,95SS12,Harmony Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1581,95SS13,Hilden,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1582,95SS14,Hillhall,2012,11,0,11,288,81,108,177,453,0,1413,0,17,8,4,4,25
1583,95SS15,Hillsborough,2012,41,1,40,1903,104,289,1583,4209,535,1744,39500,54,27,15,30,99
1584,95SS16,Kilwee,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1585,95SS17,Knockmore,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1586,95SS18,Lagan Valley,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1587,95SS19,Lambeg,2012,6,0,6,262,158,109,153,482,38,0,0,6,4,2,6,14
1588,95SS20,Lisnagarvy,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1589,95SS21,Magheraberry,2012,68,1,67,2511,73,839,1659,4082,1569,2,30780,88,60,19,31,138
1590,95SS22,Magheralave,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1591,95SS23,Maze,2012,13,0,13,538,86,131,404,1118,0,0,0,14,6,3,14,31
1592,95SS24,Moira,2012,22,0,22,1696,226,537,1143,3062,1161,0,221150,28,21,9,23,60
1593,95SS25,Old Warren,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1594,95SS26,Poleglass,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1595,95SS27,Seymour Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1596,95SS28,Tonagh,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1597,95SS29,Twinbrook,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1598,95SS30,Wallace Park,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1599,95TT01,Ballymaguigan,2012,63,31,32,2218,62,194,1996,5495,805,1440,12000,76,40,22,35,133
1600,95TT02,Bellaghy,2012,72,71,1,2123,57,176,1918,4475,911,3642,34995,82,36,16,32,130
1601,95TT03,Castledawson,2012,35,17,18,1425,44,109,1309,2347,565,923,11359,45,21,7,18,70
1602,95TT04,Draperstown,2012,87,84,3,6829,26,34,6751,3131,21181,0,0,102,55,12,44,158
1603,95TT05,Glebe MAGHERAFELT,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1604,95TT06,Gulladuff,2012,84,57,27,2389,41,174,2175,5076,4567,1310,0,97,48,15,28,140
1605,95TT07,Knockcloghrim,2012,97,66,31,2887,45,210,2592,5974,3442,2002,0,113,56,22,49,184
1606,95TT08,Lecumpher,2012,148,64,84,4773,57,442,4195,9484,8334,7209,18945,177,98,38,62,277
1607,95TT09,Lower Glenshane,2012,180,174,6,8176,32,100,8008,5414,37799,0,101550,202,95,38,71,311
1608,95TT10,Maghera,2012,6,6,0,130,19,0,130,273,306,0,0,7,1,1,3,11
1609,95TT11,Swatragh,2012,140,131,9,5656,27,121,5445,6042,15539,1,16900,168,73,33,49,250
1610,95TT12,Tobermore,2012,108,59,49,4343,57,329,3812,6956,12029,3410,0,132,82,28,52,212
1611,95TT13,Townparks East,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1612,95TT14,Townparks West,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1613,95TT15,Upperlands,2012,113,60,53,3392,44,203,3136,7390,7392,580,3600,133,69,24,38,195
1614,95TT16,Valley MAGHERAFELT,2012,79,54,25,2610,74,263,2304,6866,1444,992,10000,93,51,20,37,150
1615,95UU01,Armoy,2012,38,33,5,2053,51,25,1941,1766,8637,0,0,52,31,7,23,82
1616,95UU02,Ballylough,2012,12,3,9,781,158,48,680,2047,884,0,20000,17,13,5,6,28
1617,95UU03,Bonamargy and Rathlin,2012,15,15,0,1369,26,0,1339,622,3579,0,0,18,10,7,7,32
1618,95UU04,Bushmills,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1619,95UU05,Carnmoon,2012,44,35,9,2095,115,107,1954,5437,3366,0,61675,59,39,13,24,96
1620,95UU06,Dalriada,2012,6,6,0,363,28,0,338,174,1956,0,0,6,4,1,6,13
1621,95UU07,Dunseverick,2012,64,51,13,3542,92,384,3049,6238,7374,2578,38900,91,63,18,45,154
1622,95UU08,Glenaan,2012,31,30,1,982,53,1,978,551,6025,0,109690,35,16,13,8,56
1623,95UU09,Glenariff,2012,55,53,2,4646,54,218,4383,1023,21507,0,275,61,34,11,31,103
1624,95UU10,Glendun,2012,86,86,0,7124,33,5,7070,2381,38884,0,0,98,66,21,43,162
1625,95UU11,Glenshesk,2012,74,74,0,7944,52,40,7808,3702,45319,55,11303,94,64,23,46,163
1626,95UU12,Glentaisie,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1627,95UU13,Kinbane,2012,51,50,1,2588,48,180,2381,3372,9142,0,0,66,37,12,32,110
1628,95UU14,Knocklayd,2012,9,9,0,592,62,4,587,444,6665,0,6000,11,6,1,4,16
1629,95UU15,Moss-Side and Moyarget,2012,59,56,3,3443,111,254,3156,6646,15107,0,35000,76,53,16,31,123
1630,95VV01,Annalong,2012,72,62,10,1774,46,33,1730,3739,7732,560,270,81,41,25,38,144
1631,95VV02,Ballybot,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1632,95VV03,Bessbrook,2012,10,10,0,254,55,0,254,577,23,0,0,12,4,2,2,16
1633,95VV04,Binnian,2012,132,86,46,2798,39,148,2603,6336,13126,2329,83,158,74,45,49,252
1634,95VV05,Burren & Kilbroney,2012,130,129,1,2747,25,13,2652,4668,9895,1530,620,157,62,25,39,221
1635,95VV06,Camlough,2012,109,108,1,2633,38,70,2560,5700,3431,3697,0,123,41,13,47,183
1636,95VV07,Clonallan,2012,5,5,0,90,23,0,89,27,199,0,0,6,1,0,0,6
1637,95VV08,Creggan,2012,235,234,1,4391,22,29,4321,10987,1801,69,5680,269,107,30,65,364
1638,95VV09,Crossmaglen,2012,90,89,1,1227,16,3,1198,3222,139,0,0,103,29,11,28,142
1639,95VV10,Daisy Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1640,95VV11,Derryleckagh,2012,44,40,4,880,79,10,869,2338,382,0,91260,51,26,7,54,112
1670,95WW11,Collinbridge,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1641,95VV12,Derrymore,2012,12,12,0,234,49,2,230,911,0,0,14000,12,7,3,10,25
1642,95VV13,Donaghmore NEWRY,2012,144,40,104,4137,63,680,3429,8911,8840,2929,139820,186,103,42,66,294
1643,95VV14,Drumalane,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1644,95VV15,Drumgullion,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1645,95VV16,Fathom,2012,82,82,0,1508,17,15,1487,2467,2645,0,0,84,26,10,14,108
1646,95VV17,Forkhill,2012,99,99,0,2058,20,0,2038,4281,671,0,42,113,36,11,22,146
1647,95VV18,Kilkeel Central,2012,22,6,16,344,25,31,313,621,785,0,0,25,11,4,8,37
1648,95VV19,Kilkeel South,2012,23,6,17,719,56,163,556,1323,2452,2131,0,29,17,9,16,54
